FeatureCode,DateCode,Measurement,Units,Value,EnergyType,EnergyConsumingSector
S12000039,2014,Count,GWh,0,Coal,Rail
S12000039,2005,Count,GWh,596.866,Petroleum Products,All
S12000039,2018,Count,GWh,0.415,Petroleum Products,Rail
S12000039,2008,Count,GWh,0.022,Bioenergy & Wastes,Industrial
S12000039,2009,Count,GWh,0,Bioenergy & Wastes,Industrial
S12000039,2012,Count,GWh,505.058,Petroleum Products,Road Transport
S12000039,2013,Count,GWh,0,Coal,Rail
S12000039,2008,Count,GWh,527.604,Petroleum Products,Road Transport
S12000039,2006,Count,GWh,606.299,Petroleum Products,All
S12000039,2007,Count,GWh,0.427,Petroleum Products,Rail
S12000039,2019,Count,GWh,735.441,Gas,All
S12000039,2019,Count,GWh,1.858,Manufactured Fuels,Domestic
S12000039,2007,Count,GWh,602.701,Petroleum Products,All
S12000039,2016,Count,GWh,0.134,Bioenergy & Wastes,Industrial
S12000039,2008,Count,GWh,0.487,Petroleum Products,Commercial
S12000039,2005,Count,GWh,0.045,Bioenergy & Wastes,Industrial
S12000039,2006,Count,GWh,0.097,Bioenergy & Wastes,Industrial
S12000039,2019,Count,GWh,518.332,Petroleum Products,All
S12000039,2007,Count,GWh,0.036,Bioenergy & Wastes,Industrial
S12000039,2019,Count,GWh,21.512,Bioenergy & Wastes,Road Transport
S12000039,2011,Count,GWh,510.081,Petroleum Products,Road Transport
S12000039,2012,Count,GWh,13.323,Bioenergy & Wastes,Road Transport
S12000039,2014,Count,GWh,140.506,Gas,Industrial
S12000039,2006,Count,GWh,535.452,Petroleum Products,Road Transport
S12000039,2011,Count,GWh,15.056,Bioenergy & Wastes,Road Transport
S12000039,2015,Count,GWh,13.497,Bioenergy & Wastes,Road Transport
S12000039,2013,Count,GWh,15.065,Bioenergy & Wastes,Road Transport
S12000039,2018,Count,GWh,17.255,Bioenergy & Wastes,Road Transport
S12000039,2017,Count,GWh,13.017,Bioenergy & Wastes,Road Transport
S12000039,2018,Count,GWh,485.213,Petroleum Products,Road Transport
S12000039,2013,Count,GWh,542.618,Petroleum Products,All
S12000039,2017,Count,GWh,494.235,Petroleum Products,Road Transport
S12000039,2016,Count,GWh,499.169,Petroleum Products,Road Transport
S12000039,2012,Count,GWh,152.504,Gas,Industrial
S12000039,2015,Count,GWh,505.68,Petroleum Products,Road Transport
S12000039,2019,Count,GWh,467.55,Petroleum Products,Road Transport
S12000039,2015,Count,GWh,140.258,Gas,Industrial
S12000039,2014,Count,GWh,503.366,Petroleum Products,Road Transport
S12000039,2008,Count,GWh,0.432,Petroleum Products,Rail
S12000039,2005,Count,GWh,2041.064,All,All
S12000039,2013,Count,GWh,0.38,Manufactured Fuels,Industrial
S12000039,2018,Count,GWh,1594.867,All,All
S12000039,2008,Count,GWh,1936.261,All,All
S12000039,2007,Count,GWh,2010.888,All,All
S12000039,2017,Count,GWh,1629.421,All,All
S12000039,2013,Count,GWh,0.037,Bioenergy & Wastes,Industrial
S12000039,2016,Count,GWh,1635.407,All,All
S12000039,2006,Count,GWh,0.368,Petroleum Products,Rail
S12000039,2006,Count,GWh,2023.765,All,All
S12000039,2014,Count,GWh,0.447,Manufactured Fuels,Industrial
S12000039,2011,Count,GWh,1805.52,All,All
S12000039,2019,Count,GWh,0,Coal,Rail
S12000039,2012,Count,GWh,0.429,Petroleum Products,Rail
S12000039,2015,Count,GWh,1688.611,All,All
S12000039,2012,Count,GWh,1737.213,All,All
S12000039,2010,Count,GWh,1848.617,All,All
S12000039,2009,Count,GWh,1837.484,All,All
S12000039,2014,Count,GWh,0.448,Petroleum Products,Rail
S12000039,2018,Count,GWh,0.2,Bioenergy & Wastes,Industrial
S12000039,2012,Count,GWh,0.067,Bioenergy & Wastes,Industrial
S12000039,2006,Count,GWh,0.557,Petroleum Products,Commercial
S12000039,2009,Count,GWh,0.433,Petroleum Products,Rail
S12000039,2009,Count,GWh,0.338,Petroleum Products,Commercial
S12000039,2007,Count,GWh,0.524,Petroleum Products,Commercial
S12000039,2010,Count,GWh,0.432,Petroleum Products,Rail
S12000039,2011,Count,GWh,0.075,Bioenergy & Wastes,Industrial
S12000039,2015,Count,GWh,0.443,Petroleum Products,Rail
S12000039,2017,Count,GWh,0.143,Bioenergy & Wastes,Industrial
S12000039,2014,Count,GWh,0.12,Bioenergy & Wastes,Industrial
S12000039,2017,Count,GWh,0.437,Petroleum Products,Rail
S12000039,2010,Count,GWh,0.003,Bioenergy & Wastes,Industrial
S12000039,2012,Count,GWh,556.017,Petroleum Products,All
S12000039,2016,Count,GWh,0.441,Petroleum Products,Rail
S12000039,2005,Count,GWh,0.727,Petroleum Products,Commercial
S12000039,2015,Count,GWh,0.096,Bioenergy & Wastes,Industrial
S12000039,2007,Count,GWh,156.487,Gas,Industrial
S12000039,2012,Count,GWh,183.307,Electricity,Industrial & Commercial
S12000039,2010,Count,GWh,235.515,Electricity,Industrial & Commercial
S12000039,2016,Count,GWh,111.405,Gas,Commercial
S12000039,2010,Count,GWh,16.056,Bioenergy & Wastes,Road Transport
S12000039,2005,Count,GWh,167.138,Gas,Industrial
S12000039,2006,Count,GWh,51.936,Petroleum Products,Industrial
S12000039,2007,Count,GWh,51.776,Petroleum Products,Industrial
S12000039,2013,Count,GWh,195.212,Electricity,Industrial & Commercial
S12000039,2011,Count,GWh,231.121,Electricity,Industrial & Commercial
S12000039,2017,Count,GWh,105.86,Gas,Commercial
S12000039,2005,Count,GWh,523.493,Petroleum Products,Road Transport
S12000039,2013,Count,GWh,525.858,All,Industrial & Commercial
S12000039,2016,Count,GWh,13.306,Bioenergy & Wastes,Road Transport
S12000039,2005,Count,GWh,0.942,Bioenergy & Wastes,Road Transport
S12000039,2006,Count,GWh,2.4,Bioenergy & Wastes,Road Transport
S12000039,2008,Count,GWh,10.817,Bioenergy & Wastes,Road Transport
S12000039,2009,Count,GWh,13.75,Bioenergy & Wastes,Road Transport
S12000039,2008,Count,GWh,143.155,Gas,Commercial
S12000039,2014,Count,GWh,16.687,Bioenergy & Wastes,Road Transport
S12000039,2017,Count,GWh,507.689,All,Transport
S12000039,2005,Count,GWh,54.095,Petroleum Products,Industrial
S12000039,2014,Count,GWh,520.501,All,Transport
S12000039,2018,Count,GWh,502.882,All,Transport
S12000039,2011,Count,GWh,525.561,All,Transport
S12000039,2016,Count,GWh,512.916,All,Transport
S12000039,2009,Count,GWh,39.989,Petroleum Products,Industrial
S12000039,2015,Count,GWh,519.619,All,Transport
S12000039,2010,Count,GWh,530.931,All,Transport
S12000039,2008,Count,GWh,46.312,Petroleum Products,Industrial
S12000039,2019,Count,GWh,0.195,Bioenergy & Wastes,Commercial
S12000039,2014,Count,GWh,196.205,Electricity,Industrial & Commercial
S12000039,2005,Count,GWh,524.806,All,Transport
S12000039,2007,Count,GWh,269.642,Electricity,Industrial & Commercial
S12000039,2005,Count,GWh,250.801,Electricity,Industrial & Commercial
S12000039,2008,Count,GWh,538.853,All,Transport
S12000039,2009,Count,GWh,544.942,All,Transport
S12000039,2006,Count,GWh,538.221,All,Transport
S12000039,2007,Count,GWh,537.822,All,Transport
S12000039,2009,Count,GWh,530.76,Petroleum Products,Road Transport
S12000039,2008,Count,GWh,585.189,All,Industrial & Commercial
S12000039,2017,Count,GWh,194.242,Electricity,Industrial & Commercial
S12000039,2006,Count,GWh,637.477,All,Industrial & Commercial
S12000039,2009,Count,GWh,538.045,All,Industrial & Commercial
S12000039,2008,Count,GWh,234.589,Electricity,Industrial & Commercial
S12000039,2018,Count,GWh,188.953,Electricity,Industrial & Commercial
S12000039,2006,Count,GWh,279.318,Electricity,Industrial & Commercial
S12000039,2015,Count,GWh,202.885,Electricity,Industrial & Commercial
S12000039,2016,Count,GWh,193.898,Electricity,Industrial & Commercial
S12000039,2010,Count,GWh,514.444,Petroleum Products,Road Transport
S12000039,2015,Count,GWh,507.426,All,Industrial & Commercial
S12000039,2019,Count,GWh,203.829,Electricity,Industrial & Commercial
S12000039,2016,Count,GWh,464.715,All,Industrial & Commercial
S12000039,2017,Count,GWh,456.363,All,Industrial & Commercial
S12000039,2007,Count,GWh,634.958,All,Industrial & Commercial
S12000039,2013,Count,GWh,147.609,Gas,Industrial
S12000039,2010,Count,GWh,150.731,Gas,Industrial
S12000039,2005,Count,GWh,639.866,All,Industrial & Commercial
S12000039,2011,Count,GWh,568.197,All,Industrial & Commercial
S12000039,2012,Count,GWh,529.061,All,Industrial & Commercial
S12000039,2018,Count,GWh,435.9,All,Industrial & Commercial
S12000039,2010,Count,GWh,575.343,All,Industrial & Commercial
S12000039,2014,Count,GWh,499.508,All,Industrial & Commercial
S12000039,2007,Count,GWh,4.583,Bioenergy & Wastes,Road Transport
S12000039,2007,Count,GWh,147.65,Gas,Commercial
S12000039,2019,Count,GWh,0.096,Manufactured Fuels,Industrial
S12000039,2011,Count,GWh,161.566,Gas,Industrial
S12000039,2014,Count,GWh,121.954,Gas,Commercial
S12000039,2018,Count,GWh,100.194,Gas,Commercial
S12000039,2013,Count,GWh,146.202,Gas,Commercial
S12000039,2009,Count,GWh,238.254,Electricity,Industrial & Commercial
S12000039,2015,Count,GWh,120.14,Gas,Commercial
S12000039,2012,Count,GWh,149.924,Gas,Commercial
S12000039,2019,Count,GWh,486.724,All,Industrial & Commercial
S12000039,2009,Count,GWh,128.937,Gas,Industrial
S12000039,2013,Count,GWh,498.001,Petroleum Products,Road Transport
S12000039,2007,Count,GWh,532.813,Petroleum Products,Road Transport
S12000039,2014,Count,GWh,752.223,Gas,All
S12000039,2007,Count,GWh,2.167,Manufactured Fuels,All
S12000039,2012,Count,GWh,812.906,Gas,All
S12000039,2015,Count,GWh,0.213,Manufactured Fuels,Industrial
S12000039,2005,Count,GWh,0.236,Manufactured Fuels,Industrial
S12000039,2008,Count,GWh,2.699,Manufactured Fuels,All
S12000039,2016,Count,GWh,1.688,Manufactured Fuels,All
S12000039,2016,Count,GWh,117.129,Gas,Industrial
S12000039,2015,Count,GWh,742.978,Gas,All
S12000039,2016,Count,GWh,0.072,Manufactured Fuels,Industrial
S12000039,2019,Count,GWh,38.347,Bioenergy & Wastes,All
S12000039,2019,Count,GWh,338.113,Electricity,All
S12000039,2011,Count,GWh,821.354,Gas,All
S12000039,2009,Count,GWh,0.361,Manufactured Fuels,Industrial
S12000039,2013,Count,GWh,792.897,Gas,All
S12000039,2010,Count,GWh,842.863,Gas,All
S12000039,2011,Count,GWh,1.788,Manufactured Fuels,All
S12000039,2006,Count,GWh,2.136,Manufactured Fuels,Domestic
S12000039,2005,Count,GWh,2.258,Manufactured Fuels,Domestic
S12000039,2005,Count,GWh,6.52,Bioenergy & Wastes,All
S12000039,2006,Count,GWh,8.289,Bioenergy & Wastes,All
S12000039,2018,Count,GWh,536.501,Petroleum Products,All
S12000039,2011,Count,GWh,23.615,Bioenergy & Wastes,All
S12000039,2019,Count,GWh,32.743,Petroleum Products,Industrial
S12000039,2010,Count,GWh,25.806,Bioenergy & Wastes,All
S12000039,2008,Count,GWh,17.784,Bioenergy & Wastes,All
S12000039,2012,Count,GWh,24.176,Bioenergy & Wastes,All
S12000039,2007,Count,GWh,10.475,Bioenergy & Wastes,All
S12000039,2009,Count,GWh,21.309,Bioenergy & Wastes,All
S12000039,2018,Count,GWh,1.932,Manufactured Fuels,All
S12000039,2015,Count,GWh,1.865,Manufactured Fuels,All
S12000039,2009,Count,GWh,1.774,Manufactured Fuels,All
S12000039,2006,Count,GWh,2.381,Manufactured Fuels,All
S12000039,2014,Count,GWh,2.049,Manufactured Fuels,All
S12000039,2007,Count,GWh,0.008,Coal,Commercial
S12000039,2005,Count,GWh,0.007,Coal,Commercial
S12000039,2005,Count,GWh,2.494,Manufactured Fuels,All
S12000039,2010,Count,GWh,571.139,Petroleum Products,All
S12000039,2017,Count,GWh,0.098,Manufactured Fuels,Industrial
S12000039,2009,Count,GWh,1.413,Manufactured Fuels,Domestic
S12000039,2018,Count,GWh,33.512,Bioenergy & Wastes,All
S12000039,2005,Count,GWh,989.818,Gas,All
S12000039,2008,Count,GWh,911.757,Gas,All
S12000039,2016,Count,GWh,28.197,Bioenergy & Wastes,All
S12000039,2012,Count,GWh,1.599,Manufactured Fuels,Domestic
S12000039,2015,Count,GWh,1.652,Manufactured Fuels,Domestic
S12000039,2008,Count,GWh,2.249,Manufactured Fuels,Domestic
S12000039,2007,Count,GWh,0.177,Manufactured Fuels,Industrial
S12000039,2017,Count,GWh,113.704,Gas,Industrial
S12000039,2014,Count,GWh,1.602,Manufactured Fuels,Domestic
S12000039,2012,Count,GWh,0.375,Manufactured Fuels,Industrial
S12000039,2018,Count,GWh,33.306,Petroleum Products,Industrial
S12000039,2017,Count,GWh,1.881,Manufactured Fuels,All
S12000039,2016,Count,GWh,1.617,Manufactured Fuels,Domestic
S12000039,2017,Count,GWh,1.782,Manufactured Fuels,Domestic
S12000039,2018,Count,GWh,0.099,Manufactured Fuels,Industrial
S12000039,2019,Count,GWh,1.954,Manufactured Fuels,All
S12000039,2017,Count,GWh,716.895,Gas,All
S12000039,2008,Count,GWh,0.45,Manufactured Fuels,Industrial
S12000039,2010,Count,GWh,0.333,Manufactured Fuels,Industrial
S12000039,2006,Count,GWh,940.146,Gas,All
S12000039,2018,Count,GWh,696.82,Gas,All
S12000039,2006,Count,GWh,0.245,Manufactured Fuels,Industrial
S12000039,2012,Count,GWh,1.974,Manufactured Fuels,All
S12000039,2007,Count,GWh,942.379,Gas,All
S12000039,2010,Count,GWh,1.854,Manufactured Fuels,All
S12000039,2011,Count,GWh,0.336,Manufactured Fuels,Industrial
S12000039,2015,Count,GWh,27.313,Bioenergy & Wastes,All
S12000039,2017,Count,GWh,27.858,Bioenergy & Wastes,All
S12000039,2013,Count,GWh,27.79,Bioenergy & Wastes,All
S12000039,2018,Count,GWh,1.833,Manufactured Fuels,Domestic
S12000039,2014,Count,GWh,28.883,Bioenergy & Wastes,All
S12000039,2013,Count,GWh,1.987,Manufactured Fuels,All
S12000039,2016,Count,GWh,714.864,Gas,All
S12000039,2009,Count,GWh,813.674,Gas,All
S12000039,2013,Count,GWh,1.607,Manufactured Fuels,Domestic
S12000039,2010,Count,GWh,37.734,Petroleum Products,Industrial
S12000039,2008,Count,GWh,151.723,Gas,Industrial
S12000039,2010,Count,GWh,0,Coal,Rail
S12000039,2013,Count,GWh,27.282,Petroleum Products,Industrial
S12000039,2014,Count,GWh,31.067,Petroleum Products,Industrial
S12000039,2005,Count,GWh,0,Coal,Rail
S12000039,2006,Count,GWh,0,Coal,Rail
S12000039,2009,Count,GWh,0,Coal,Rail
S12000039,2008,Count,GWh,0,Coal,Rail
S12000039,2011,Count,GWh,0.424,Petroleum Products,Rail
S12000039,2011,Count,GWh,0,Coal,Rail
S12000039,2016,Count,GWh,31.883,Petroleum Products,Industrial
S12000039,2016,Count,GWh,1.854,Coal,All
S12000039,2019,Count,GWh,1633.742,All,All
S12000039,2015,Count,GWh,33.824,Petroleum Products,Industrial
S12000039,2017,Count,GWh,1.713,Coal,All
S12000039,2007,Count,GWh,0,Coal,Rail
S12000039,2012,Count,GWh,0,Coal,Rail
S12000039,2017,Count,GWh,0,Coal,Rail
S12000039,2019,Count,GWh,0.412,Petroleum Products,Rail
S12000039,2015,Count,GWh,557.176,Petroleum Products,All
S12000039,2017,Count,GWh,32.235,Petroleum Products,Industrial
S12000039,2013,Count,GWh,0.437,Petroleum Products,Rail
S12000039,2013,Count,GWh,2.535,Coal,All
S12000039,2014,Count,GWh,1688.278,All,All
S12000039,2013,Count,GWh,1717.359,All,All
S12000039,2019,Count,GWh,1.556,Coal,All
S12000039,2011,Count,GWh,559.823,Petroleum Products,All
S12000039,2014,Count,GWh,551.116,Petroleum Products,All
S12000039,2015,Count,GWh,1.935,Coal,All
S12000039,2016,Count,GWh,549.041,Petroleum Products,All
S12000039,2011,Count,GWh,32.431,Petroleum Products,Industrial
S12000039,2017,Count,GWh,544.153,Petroleum Products,All
S12000039,2005,Count,GWh,0.371,Petroleum Products,Rail
S12000039,2009,Count,GWh,588.643,Petroleum Products,All
S12000039,2018,Count,GWh,1.638,Coal,All
S12000039,2012,Count,GWh,2.548,Coal,All
S12000039,2014,Count,GWh,2.179,Coal,All
S12000039,2008,Count,GWh,409.411,Electricity,All
S12000039,2010,Count,GWh,2.529,Coal,All
S12000039,2012,Count,GWh,0.305,Petroleum Products,Commercial
S12000039,2005,Count,GWh,2.182,Coal,All
S12000039,2011,Count,GWh,2.539,Coal,All
S12000039,2013,Count,GWh,349.531,Electricity,All
S12000039,2011,Count,GWh,396.403,Electricity,All
S12000039,2009,Count,GWh,409.564,Electricity,All
S12000039,2007,Count,GWh,450.977,Electricity,All
S12000039,2010,Count,GWh,404.425,Electricity,All
S12000039,2005,Count,GWh,443.184,Electricity,All
S12000039,2007,Count,GWh,2.19,Coal,All
S12000039,2008,Count,GWh,0.014,Coal,Commercial
S12000039,2006,Count,GWh,0.01,Coal,Commercial
S12000039,2006,Count,GWh,464.642,Electricity,All
S12000039,2009,Count,GWh,2.519,Coal,All
S12000039,2008,Count,GWh,2.388,Coal,All
S12000039,2012,Count,GWh,339.591,Electricity,All
S12000039,2019,Count,GWh,0.841,Petroleum Products,Commercial
S12000039,2014,Count,GWh,351.828,Electricity,All
S12000039,2018,Count,GWh,0.897,Petroleum Products,Commercial
S12000039,2017,Count,GWh,336.922,Electricity,All
S12000039,2015,Count,GWh,357.345,Electricity,All
S12000039,2017,Count,GWh,0.864,Petroleum Products,Commercial
S12000039,2018,Count,GWh,0,Coal,Rail
S12000039,2016,Count,GWh,0,Coal,Rail
S12000039,2008,Count,GWh,592.221,Petroleum Products,All
S12000039,2018,Count,GWh,324.465,Electricity,All
S12000039,2015,Count,GWh,0,Coal,Rail
S12000039,2016,Count,GWh,339.762,Electricity,All
S12000039,2014,Count,GWh,0.376,Petroleum Products,Commercial
S12000039,2013,Count,GWh,0.338,Petroleum Products,Commercial
S12000039,2015,Count,GWh,1.006,Petroleum Products,Commercial
S12000039,2016,Count,GWh,0.819,Petroleum Products,Commercial
S12000039,2010,Count,GWh,0.381,Petroleum Products,Commercial
S12000039,2006,Count,GWh,2.008,Coal,All
S12000039,2011,Count,GWh,0.372,Petroleum Products,Commercial
S12000039,2012,Count,GWh,33.682,Petroleum Products,Industrial
S12000039,2009,Count,GWh,0,Bioenergy & Wastes,Commercial
S12000039,2006,Count,GWh,0.024,Bioenergy & Wastes,Commercial
S12000039,2008,Count,GWh,9.371,Petroleum Products,Domestic
S12000039,2005,Count,GWh,0.011,Bioenergy & Wastes,Commercial
S12000039,2008,Count,GWh,0.006,Bioenergy & Wastes,Commercial
S12000039,2010,Count,GWh,0.001,Bioenergy & Wastes,Commercial
S12000039,2013,Count,GWh,8.453,Petroleum Products,Domestic
S12000039,2007,Count,GWh,0.009,Bioenergy & Wastes,Commercial
S12000039,2011,Count,GWh,0.014,Coal,Commercial
S12000039,2009,Count,GWh,0.058,Coal,Commercial
S12000039,2013,Count,GWh,0.502,Coal,Industrial
S12000039,2010,Count,GWh,0.009,Coal,Commercial
S12000039,2011,Count,GWh,8.273,Petroleum Products,Domestic
S12000039,2019,Count,GWh,0.239,Bioenergy & Wastes,Industrial
S12000039,2008,Count,GWh,616.878,Gas,Domestic
S12000039,2014,Count,GWh,7.652,Petroleum Products,Domestic
S12000039,2017,Count,GWh,0.134,Bioenergy & Wastes,Commercial
S12000039,2016,Count,GWh,0.119,Bioenergy & Wastes,Commercial
S12000039,2012,Count,GWh,0.016,Bioenergy & Wastes,Commercial
S12000039,2018,Count,GWh,0.165,Bioenergy & Wastes,Commercial
S12000039,2016,Count,GWh,0.235,Coal,Industrial
S12000039,2013,Count,GWh,0.011,Bioenergy & Wastes,Commercial
S12000039,2015,Count,GWh,0.116,Bioenergy & Wastes,Commercial
S12000039,2014,Count,GWh,0.033,Bioenergy & Wastes,Commercial
S12000039,2015,Count,GWh,0.306,Coal,Industrial
S12000039,2018,Count,GWh,0.112,Coal,Industrial
S12000039,2012,Count,GWh,8.271,Petroleum Products,Domestic
S12000039,2009,Count,GWh,9.163,Petroleum Products,Domestic
S12000039,2010,Count,GWh,549.913,Gas,Domestic
S12000039,2011,Count,GWh,0.016,Bioenergy & Wastes,Commercial
S12000039,2009,Count,GWh,563.081,Gas,Domestic
S12000039,2015,Count,GWh,0.022,Coal,Public Sector
S12000039,2018,Count,GWh,0.02,Coal,Public Sector
S12000039,2014,Count,GWh,0.171,Coal,Public Sector
S12000039,2011,Count,GWh,0.17,Coal,Public Sector
S12000039,2009,Count,GWh,0.165,Coal,Public Sector
S12000039,2018,Count,GWh,7.767,Petroleum Products,Domestic
S12000039,2019,Count,GWh,0.016,Coal,Public Sector
S12000039,2010,Count,GWh,0.169,Coal,Public Sector
S12000039,2019,Count,GWh,7.864,Petroleum Products,Domestic
S12000039,2016,Count,GWh,0.023,Coal,Public Sector
S12000039,2009,Count,GWh,171.311,Electricity,Domestic
S12000039,2005,Count,GWh,0.176,Coal,Public Sector
S12000039,2012,Count,GWh,0.149,Coal,Public Sector
S12000039,2017,Count,GWh,0.018,Coal,Public Sector
S12000039,2006,Count,GWh,0.156,Coal,Public Sector
S12000039,2014,Count,GWh,0.412,Coal,Industrial
S12000039,2005,Count,GWh,664.98,Gas,Domestic
S12000039,2008,Count,GWh,1.971,Coal,Domestic
S12000039,2012,Count,GWh,0.447,Coal,Industrial
S12000039,2013,Count,GWh,0.012,Coal,Commercial
S12000039,2019,Count,GWh,1.422,Coal,Domestic
S12000039,2016,Count,GWh,7.741,Petroleum Products,Domestic
S12000039,2007,Count,GWh,638.243,Gas,Domestic
S12000039,2013,Count,GWh,0.166,Coal,Public Sector
S12000039,2006,Count,GWh,643.232,Gas,Domestic
S12000039,2008,Count,GWh,0.158,Coal,Public Sector
S12000039,2007,Count,GWh,0.18,Coal,Public Sector
S12000039,2014,Count,GWh,0.011,Coal,Commercial
S12000039,2012,Count,GWh,0.011,Coal,Commercial
S12000039,2019,Count,GWh,0.009,Coal,Commercial
S12000039,2007,Count,GWh,0.002,Coal,Agriculture
S12000039,2008,Count,GWh,0.003,Coal,Agriculture
S12000039,2005,Count,GWh,0.005,Coal,Agriculture
S12000039,2009,Count,GWh,0,Coal,Agriculture
S12000039,2011,Count,GWh,711.762,All,Domestic
S12000039,2017,Count,GWh,0,Coal,Agriculture
S12000039,2018,Count,GWh,0,Coal,Agriculture
S12000039,2015,Count,GWh,0,Coal,Agriculture
S12000039,2015,Count,GWh,0.011,Coal,Commercial
S12000039,2013,Count,GWh,677.998,All,Domestic
S12000039,2017,Count,GWh,0.009,Coal,Commercial
S12000039,2014,Count,GWh,668.268,All,Domestic
S12000039,2018,Count,GWh,0.009,Coal,Commercial
S12000039,2018,Count,GWh,656.086,All,Domestic
S12000039,2010,Count,GWh,0.001,Coal,Agriculture
S12000039,2016,Count,GWh,657.776,All,Domestic
S12000039,2011,Count,GWh,0.001,Coal,Agriculture
S12000039,2019,Count,GWh,0,Coal,Agriculture
S12000039,2017,Count,GWh,665.37,All,Domestic
S12000039,2012,Count,GWh,0.001,Coal,Agriculture
S12000039,2013,Count,GWh,0,Coal,Agriculture
S12000039,2014,Count,GWh,0,Coal,Agriculture
S12000039,2019,Count,GWh,118.464,Gas,Commercial
S12000039,2010,Count,GWh,142.219,Gas,Commercial
S12000039,2011,Count,GWh,133.532,Gas,Commercial
S12000039,2010,Count,GWh,742.342,All,Domestic
S12000039,2016,Count,GWh,0,Coal,Agriculture
S12000039,2009,Count,GWh,121.656,Gas,Commercial
S12000039,2012,Count,GWh,689.341,All,Domestic
S12000039,2006,Count,GWh,0.003,Coal,Agriculture
S12000039,2011,Count,GWh,0.322,Coal,Industrial
S12000039,2005,Count,GWh,192.383,Electricity,Domestic
S12000039,2012,Count,GWh,510.478,Gas,Domestic
S12000039,2017,Count,GWh,0.139,Coal,Industrial
S12000039,2015,Count,GWh,482.58,Gas,Domestic
S12000039,2017,Count,GWh,7.467,Petroleum Products,Domestic
S12000039,2009,Count,GWh,0.328,Coal,Industrial
S12000039,2018,Count,GWh,493.586,Gas,Domestic
S12000039,2007,Count,GWh,0.14,Coal,Industrial
S12000039,2019,Count,GWh,0.856,Petroleum Products,Public Sector
S12000039,2017,Count,GWh,497.33,Gas,Domestic
S12000039,2011,Count,GWh,526.256,Gas,Domestic
S12000039,2014,Count,GWh,489.764,Gas,Domestic
S12000039,2013,Count,GWh,499.086,Gas,Domestic
S12000039,2010,Count,GWh,10.197,Petroleum Products,Domestic
S12000039,2005,Count,GWh,9.458,Petroleum Products,Domestic
S12000039,2019,Count,GWh,0.109,Coal,Industrial
S12000039,2006,Count,GWh,9.989,Petroleum Products,Domestic
S12000039,2007,Count,GWh,8.833,Petroleum Products,Domestic
S12000039,2009,Count,GWh,754.497,All,Domestic
S12000039,2015,Count,GWh,661.566,All,Domestic
S12000039,2006,Count,GWh,848.067,All,Domestic
S12000039,2008,Count,GWh,812.219,All,Domestic
S12000039,2016,Count,GWh,486.33,Gas,Domestic
S12000039,2019,Count,GWh,121.262,Gas,Industrial
S12000039,2015,Count,GWh,7.674,Petroleum Products,Domestic
S12000039,2010,Count,GWh,0.295,Coal,Industrial
S12000039,2005,Count,GWh,876.392,All,Domestic
S12000039,2016,Count,GWh,0.011,Coal,Commercial
S12000039,2007,Count,GWh,838.108,All,Domestic
S12000039,2015,Count,GWh,0.847,Petroleum Products,Public Sector
S12000039,2006,Count,GWh,0.219,Coal,Industrial
S12000039,2012,Count,GWh,10.769,Bioenergy & Wastes,Domestic
S12000039,2018,Count,GWh,0.873,Petroleum Products,Public Sector
S12000039,2018,Count,GWh,8.032,Petroleum Products,Agriculture
S12000039,2016,Count,GWh,0.85,Petroleum Products,Public Sector
S12000039,2017,Count,GWh,0.857,Petroleum Products,Public Sector
S12000039,2017,Count,GWh,142.68,Electricity,Domestic
S12000039,2006,Count,GWh,5.767,Bioenergy & Wastes,Domestic
S12000039,2009,Count,GWh,7.56,Bioenergy & Wastes,Domestic
S12000039,2014,Count,GWh,12.042,Bioenergy & Wastes,Domestic
S12000039,2013,Count,GWh,12.677,Bioenergy & Wastes,Domestic
S12000039,2005,Count,GWh,5.522,Bioenergy & Wastes,Domestic
S12000039,2017,Count,GWh,14.563,Bioenergy & Wastes,Domestic
S12000039,2007,Count,GWh,5.847,Bioenergy & Wastes,Domestic
S12000039,2005,Count,GWh,157.7,Gas,Commercial
S12000039,2006,Count,GWh,0.532,Petroleum Products,Public Sector
S12000039,2005,Count,GWh,0.877,Petroleum Products,Public Sector
S12000039,2013,Count,GWh,0.78,Petroleum Products,Public Sector
S12000039,2007,Count,GWh,1.242,Petroleum Products,Public Sector
S12000039,2006,Count,GWh,7.465,Petroleum Products,Agriculture
S12000039,2008,Count,GWh,0.243,Coal,Industrial
S12000039,2019,Count,GWh,8.066,Petroleum Products,Agriculture
S12000039,2018,Count,GWh,135.511,Electricity,Domestic
S12000039,2008,Count,GWh,1.094,Petroleum Products,Public Sector
S12000039,2008,Count,GWh,6.939,Bioenergy & Wastes,Domestic
S12000039,2005,Count,GWh,0.202,Coal,Industrial
S12000039,2011,Count,GWh,1.039,Petroleum Products,Public Sector
S12000039,2014,Count,GWh,0.813,Petroleum Products,Public Sector
S12000039,2012,Count,GWh,0.856,Petroleum Products,Public Sector
S12000039,2016,Count,GWh,14.639,Bioenergy & Wastes,Domestic
S12000039,2012,Count,GWh,518.811,All,Transport
S12000039,2013,Count,GWh,513.503,All,Transport
S12000039,2010,Count,GWh,1.521,Manufactured Fuels,Domestic
S12000039,2019,Count,GWh,495.715,Gas,Domestic
S12000039,2011,Count,GWh,1.452,Manufactured Fuels,Domestic
S12000039,2012,Count,GWh,1.94,Coal,Domestic
