FeatureCode,DateCode,Measurement,Units,Value,EnergyType,EnergyConsumingSector
S12000013,2015,Count,GWh,1.001,Petroleum Products,Public Sector
S12000013,2015,Count,GWh,11.208,Manufactured Fuels,Domestic
S12000013,2018,Count,GWh,0,Coal,Agriculture
S12000013,2014,Count,GWh,23.827,Coal,Industrial
S12000013,2015,Count,GWh,0.214,Coal,Commercial
S12000013,2013,Count,GWh,14.257,Manufactured Fuels,Domestic
S12000013,2017,Count,GWh,13.895,Coal,Industrial
S12000013,2014,Count,GWh,92.981,Electricity,Domestic
S12000013,2017,Count,GWh,0,Coal,Agriculture
S12000013,2012,Count,GWh,19.125,Coal,Industrial
S12000013,2018,Count,GWh,86.54,Electricity,Domestic
S12000013,2007,Count,GWh,96.959,Electricity,Domestic
S12000013,2016,Count,GWh,0.199,Coal,Commercial
S12000013,2007,Count,GWh,0,Gas,Domestic
S12000013,2012,Count,GWh,0.202,Coal,Commercial
S12000013,2009,Count,GWh,92.657,Electricity,Domestic
S12000013,2008,Count,GWh,92.133,Electricity,Domestic
S12000013,2016,Count,GWh,0,Coal,Agriculture
S12000013,2016,Count,GWh,87.26,Electricity,Domestic
S12000013,2006,Count,GWh,96.576,Electricity,Domestic
S12000013,2018,Count,GWh,36.789,Petroleum Products,Agriculture
S12000013,2005,Count,GWh,13.904,Manufactured Fuels,Domestic
S12000013,2010,Count,GWh,203.381,All,Industrial & Commercial
S12000013,2015,Count,GWh,129.454,Petroleum Products,Domestic
S12000013,2012,Count,GWh,28.673,Coal,Domestic
S12000013,2007,Count,GWh,0.053,Coal,Agriculture
S12000013,2005,Count,GWh,35.939,Petroleum Products,Agriculture
S12000013,2007,Count,GWh,7.337,Bioenergy & Wastes,Domestic
S12000013,2006,Count,GWh,7.237,Bioenergy & Wastes,Domestic
S12000013,2016,Count,GWh,18.37,Bioenergy & Wastes,Domestic
S12000013,2018,Count,GWh,19.943,Bioenergy & Wastes,Domestic
S12000013,2017,Count,GWh,36.929,Petroleum Products,Agriculture
S12000013,2006,Count,GWh,110.402,Petroleum Products,Industrial
S12000013,2006,Count,GWh,231.477,All,Industrial & Commercial
S12000013,2006,Count,GWh,0,Gas,Industrial
S12000013,2016,Count,GWh,130.769,Petroleum Products,Domestic
S12000013,2012,Count,GWh,70.149,Petroleum Products,Industrial
S12000013,2008,Count,GWh,170.078,Petroleum Products,Domestic
S12000013,2019,Count,GWh,131.892,Petroleum Products,Domestic
S12000013,2009,Count,GWh,1.558,Petroleum Products,Public Sector
S12000013,2015,Count,GWh,0,Coal,Agriculture
S12000013,2007,Count,GWh,0,Gas,Industrial
S12000013,2005,Count,GWh,174.201,Petroleum Products,Domestic
S12000013,2011,Count,GWh,84.082,Petroleum Products,Industrial
S12000013,2007,Count,GWh,159.219,Petroleum Products,Domestic
S12000013,2008,Count,GWh,31.772,Petroleum Products,Agriculture
S12000013,2013,Count,GWh,147.215,Petroleum Products,Domestic
S12000013,2009,Count,GWh,0,Coal,Agriculture
S12000013,2009,Count,GWh,12.793,Manufactured Fuels,Domestic
S12000013,2006,Count,GWh,60.79,Electricity,Industrial & Commercial
S12000013,2014,Count,GWh,75.063,Petroleum Products,Industrial
S12000013,2008,Count,GWh,0.067,Coal,Agriculture
S12000013,2009,Count,GWh,59.011,Electricity,Industrial & Commercial
S12000013,2007,Count,GWh,107.884,Petroleum Products,Industrial
S12000013,2006,Count,GWh,34.235,Petroleum Products,Agriculture
S12000013,2018,Count,GWh,130.486,Petroleum Products,Domestic
S12000013,2015,Count,GWh,76.392,Petroleum Products,Industrial
S12000013,2014,Count,GWh,129.365,Petroleum Products,Domestic
S12000013,2006,Count,GWh,186.171,Petroleum Products,Domestic
S12000013,2017,Count,GWh,124.039,Petroleum Products,Domestic
S12000013,2005,Count,GWh,0,Gas,Industrial
S12000014,2016,Count,GWh,24.222,Petroleum Products,Agriculture
S12000014,2013,Count,GWh,21.804,Petroleum Products,Agriculture
S12000014,2005,Count,GWh,0.252,Coal,Industrial
S12000014,2015,Count,GWh,672.725,Manufactured Fuels,All
S12000014,2013,Count,GWh,0,Coal,Agriculture
S12000014,2012,Count,GWh,573.041,Manufactured Fuels,All
S12000014,2008,Count,GWh,28.923,Petroleum Products,Domestic
S12000014,2018,Count,GWh,0.429,Coal,Rail
S12000014,2007,Count,GWh,27.631,Petroleum Products,Domestic
S12000014,2019,Count,GWh,1278.643,All,Domestic
S12000014,2006,Count,GWh,333.304,Electricity,Domestic
S12000014,2009,Count,GWh,0.537,Coal,Rail
S12000014,2014,Count,GWh,623.866,Manufactured Fuels,All
S12000014,2005,Count,GWh,0.114,Coal,Rail
S12000014,2010,Count,GWh,21.121,Petroleum Products,Agriculture
S12000014,2012,Count,GWh,32.107,Bioenergy & Wastes,Road Transport
S12000014,2013,Count,GWh,36.731,Bioenergy & Wastes,Road Transport
S12000014,2007,Count,GWh,326.954,Electricity,Domestic
S12000014,2017,Count,GWh,626.045,Manufactured Fuels,Industrial
S12000014,2007,Count,GWh,0.538,Coal,Rail
S12000014,2018,Count,GWh,46.151,Bioenergy & Wastes,Road Transport
S12000014,2010,Count,GWh,0.542,Coal,Rail
S12000014,2011,Count,GWh,21.436,Petroleum Products,Agriculture
S12000014,2005,Count,GWh,0.017,Coal,Agriculture
S12000014,2011,Count,GWh,44.148,Petroleum Products,Rail
S12000014,2005,Count,GWh,40.312,Petroleum Products,Rail
S12000014,2013,Count,GWh,626.782,Manufactured Fuels,Industrial
S12000014,2015,Count,GWh,45.784,Petroleum Products,Rail
S12000014,2016,Count,GWh,0.43,Coal,Rail
S12000014,2005,Count,GWh,29.677,Petroleum Products,Domestic
S12000014,2012,Count,GWh,44.827,Petroleum Products,Rail
S12000014,2019,Count,GWh,0,Coal,Agriculture
S12000014,2005,Count,GWh,339.201,Electricity,Domestic
S12000014,2014,Count,GWh,42.074,Bioenergy & Wastes,Road Transport
S12000014,2015,Count,GWh,22.917,Petroleum Products,Agriculture
S12000014,2015,Count,GWh,1296.358,Petroleum Products,Road Transport
S12000014,2012,Count,GWh,0.003,Coal,Agriculture
S12000014,2009,Count,GWh,267.398,Gas,Commercial
S12000014,2005,Count,GWh,8.735,Manufactured Fuels,Domestic
S12000014,2019,Count,GWh,0.363,Bioenergy & Wastes,Commercial
S12000014,2017,Count,GWh,45.075,Petroleum Products,Rail
S12000014,2008,Count,GWh,12.794,Coal,Domestic
S12000014,2012,Count,GWh,298.107,Electricity,Domestic
S12000014,2017,Count,GWh,0.429,Coal,Rail
S12000014,2006,Count,GWh,454.862,Gas,Commercial
S12000014,2008,Count,GWh,412.901,Gas,Commercial
S12000014,2019,Count,GWh,578.724,Manufactured Fuels,All
S12000014,2019,Count,GWh,302.641,Gas,Industrial
S12000014,2012,Count,GWh,407.462,Gas,Commercial
S12000014,2011,Count,GWh,391.193,Gas,Commercial
S12000014,2010,Count,GWh,45.228,Petroleum Products,Rail
S12000014,2019,Count,GWh,937.909,Gas,Domestic
S12000014,2018,Count,GWh,1291.358,Petroleum Products,Road Transport
S12000014,2013,Count,GWh,378.254,Gas,Commercial
S12000014,2005,Count,GWh,10.187,Petroleum Products,Public Sector
S12000014,2011,Count,GWh,473.321,Gas,Industrial
S12000014,2019,Count,GWh,6.735,Manufactured Fuels,Domestic
S12000014,2012,Count,GWh,0.066,Coal,Commercial
S12000014,2014,Count,GWh,0.066,Coal,Commercial
S12000014,2013,Count,GWh,25.686,Petroleum Products,Domestic
S12000014,2012,Count,GWh,24.996,Petroleum Products,Domestic
S12000014,2019,Count,GWh,1536.209,Gas,All
S12000014,2017,Count,GWh,0.039,Coal,Commercial
S12000014,2006,Count,GWh,0.009,Coal,Agriculture
S12000014,2010,Count,GWh,620.784,Manufactured Fuels,All
S12000014,2014,Count,GWh,0,Coal,Agriculture
S12000014,2007,Count,GWh,732.813,Manufactured Fuels,All
S12000014,2006,Count,GWh,583.761,Manufactured Fuels,All
S12000014,2018,Count,GWh,740.642,Manufactured Fuels,Industrial
S12000014,2011,Count,GWh,576.721,Manufactured Fuels,All
S12000014,2013,Count,GWh,634.33,Manufactured Fuels,All
S12000014,2009,Count,GWh,684.626,Manufactured Fuels,All
S12000014,2016,Count,GWh,686.656,Manufactured Fuels,All
S12000014,2017,Count,GWh,633.147,Manufactured Fuels,All
S12000014,2018,Count,GWh,0,Coal,Agriculture
S12000014,2006,Count,GWh,22.237,Petroleum Products,Agriculture
S12000014,2015,Count,GWh,0,Coal,Agriculture
S12000014,2009,Count,GWh,6.716,Manufactured Fuels,Domestic
S12000014,2006,Count,GWh,31.446,Petroleum Products,Domestic
S12000014,2007,Count,GWh,436.563,Gas,Commercial
S12000014,2016,Count,GWh,0.065,Coal,Commercial
S12000014,2019,Count,GWh,0.445,Bioenergy & Wastes,Industrial
S12000014,2008,Count,GWh,511.579,Manufactured Fuels,All
S12000014,2015,Count,GWh,0.07,Coal,Commercial
S12000014,2019,Count,GWh,262.121,Electricity,Domestic
S12000014,2006,Count,GWh,0.538,Coal,Rail
S12000014,2005,Count,GWh,590.598,Manufactured Fuels,All
S12000014,2019,Count,GWh,295.659,Gas,Commercial
S12000014,2018,Count,GWh,683.387,Electricity,All
S12000014,2018,Count,GWh,0.068,Coal,Public Sector
S12000014,2009,Count,GWh,0.475,Coal,Public Sector
S12000014,2016,Count,GWh,707.139,Electricity,All
S12000014,2006,Count,GWh,1110.479,Gas,Domestic
S12000014,2018,Count,GWh,9.746,Coal,Domestic
S12000014,2011,Count,GWh,0.441,Coal,Rail
S12000014,2018,Count,GWh,18429.421,All,All
S12000014,2014,Count,GWh,15387.755,All,All
S12000014,2017,Count,GWh,0.063,Coal,Public Sector
S12000014,2016,Count,GWh,17860.583,All,All
S12000014,2017,Count,GWh,705.867,Electricity,All
S12000014,2008,Count,GWh,0.084,Coal,Commercial
S12000014,2017,Count,GWh,18388.895,All,All
S12000014,2013,Count,GWh,7.548,Manufactured Fuels,Domestic
S12000014,2012,Count,GWh,6.892,Manufactured Fuels,Domestic
S12000014,2010,Count,GWh,986.196,Gas,Domestic
S12000014,2018,Count,GWh,390.583,Gas,Industrial
S12000014,2005,Count,GWh,0.047,Coal,Commercial
S12000014,2009,Count,GWh,677.91,Manufactured Fuels,Industrial
S12000014,2009,Count,GWh,997.336,Gas,Domestic
S12000014,2006,Count,GWh,0.446,Coal,Public Sector
S12000014,2012,Count,GWh,0.436,Coal,Public Sector
S12000014,2017,Count,GWh,389.665,Gas,Industrial
S12000014,2006,Count,GWh,0.122,Bioenergy & Wastes,Industrial
S12000014,2009,Count,GWh,17356.628,Petroleum Products,All
S12000014,2008,Count,GWh,1071.844,Gas,Domestic
S12000014,2012,Count,GWh,20123.563,All,All
S12000014,2018,Count,GWh,15204.875,Petroleum Products,All
S12000014,2010,Count,GWh,19291.447,All,All
S12000014,2018,Count,GWh,420.368,Electricity,Industrial & Commercial
S12000014,2005,Count,GWh,0.056,Bioenergy & Wastes,Industrial
S12000014,2015,Count,GWh,436.556,Electricity,Industrial & Commercial
S12000014,2008,Count,GWh,0.028,Bioenergy & Wastes,Industrial
S12000014,2016,Count,GWh,14744.769,Petroleum Products,All
S12000014,2011,Count,GWh,20577.725,All,All
S12000014,2015,Count,GWh,13749.498,Petroleum Products,All
S12000014,2009,Count,GWh,20423.906,All,All
S12000014,2019,Count,GWh,13826.327,All,Industrial & Commercial
S12000014,2008,Count,GWh,21883.858,All,All
S12000014,2010,Count,GWh,1190.151,Petroleum Products,Road Transport
S12000014,2015,Count,GWh,0.152,Bioenergy & Wastes,Commercial
S12000014,2007,Count,GWh,0.048,Coal,Commercial
S12000014,2015,Count,GWh,16835.975,All,All
S12000014,2009,Count,GWh,456.399,Electricity,Industrial & Commercial
S12000014,2013,Count,GWh,0.482,Coal,Public Sector
S12000014,2015,Count,GWh,0.065,Coal,Public Sector
S12000014,2014,Count,GWh,0.499,Coal,Public Sector
S12000014,2017,Count,GWh,434.126,Electricity,Industrial & Commercial
S12000014,2007,Count,GWh,0.045,Bioenergy & Wastes,Industrial
S12000014,2016,Count,GWh,430.483,Electricity,Industrial & Commercial
S12000014,2013,Count,GWh,419.11,Electricity,Industrial & Commercial
S12000014,2013,Count,GWh,18825.517,All,All
S12000014,2009,Count,GWh,0,Bioenergy & Wastes,Industrial
S12000014,2016,Count,GWh,0.403,Coal,Industrial
S12000014,2008,Count,GWh,20.636,Petroleum Products,Agriculture
S12000014,2010,Count,GWh,613.301,Manufactured Fuels,Industrial
S12000014,2007,Count,GWh,21.118,Petroleum Products,Agriculture
S12000014,2018,Count,GWh,23.899,Petroleum Products,Agriculture
S12000014,2006,Count,GWh,575.428,Manufactured Fuels,Industrial
S12000014,2019,Count,GWh,58.967,Bioenergy & Wastes,Road Transport
S12000014,2014,Count,GWh,371.653,Gas,Industrial
S12000014,2015,Count,GWh,33.491,Bioenergy & Wastes,Road Transport
S12000014,2009,Count,GWh,20.943,Petroleum Products,Agriculture
S12000014,2019,Count,GWh,13560.131,Petroleum Products,All
S12000014,2014,Count,GWh,1.38,Coal,Industrial
S12000014,2006,Count,GWh,8.333,Manufactured Fuels,Domestic
S12000014,2014,Count,GWh,22.003,Petroleum Products,Agriculture
S12000014,2017,Count,GWh,33.817,Bioenergy & Wastes,Road Transport
S12000014,2011,Count,GWh,940.731,Gas,Domestic
S12000014,2011,Count,GWh,569.933,Manufactured Fuels,Industrial
S12000014,2006,Count,GWh,0.274,Coal,Industrial
S12000014,2019,Count,GWh,0.429,Coal,Rail
S12000014,2007,Count,GWh,1118.48,Gas,Domestic
S12000014,2013,Count,GWh,0.074,Coal,Commercial
S12000014,2009,Count,GWh,28.306,Petroleum Products,Domestic
S12000014,2005,Count,GWh,581.863,Manufactured Fuels,Industrial
S12000014,2019,Count,GWh,41.748,Petroleum Products,Rail
S12000014,2007,Count,GWh,462.692,Gas,Industrial
S12000014,2019,Count,GWh,24.001,Petroleum Products,Agriculture
S12000014,2007,Count,GWh,44.768,Petroleum Products,Rail
S12000014,2017,Count,GWh,7.102,Manufactured Fuels,Domestic
S12000014,2006,Count,GWh,17552.817,Petroleum Products,All
S12000014,2016,Count,GWh,34.216,Bioenergy & Wastes,Road Transport
S12000014,2008,Count,GWh,0.455,Coal,Public Sector
S12000014,2007,Count,GWh,17013.61,Petroleum Products,All
S12000014,2012,Count,GWh,22.066,Petroleum Products,Agriculture
S12000014,2015,Count,GWh,730.313,Electricity,All
S12000014,2008,Count,GWh,18592.666,Petroleum Products,All
S12000014,2005,Count,GWh,0.499,Coal,Public Sector
S12000014,2010,Count,GWh,0.487,Coal,Public Sector
S12000014,2019,Count,GWh,0.057,Coal,Public Sector
S12000014,2017,Count,GWh,23.988,Petroleum Products,Agriculture
S12000014,2016,Count,GWh,0.067,Coal,Public Sector
S12000014,2012,Count,GWh,717.196,Electricity,All
S12000014,2014,Count,GWh,675,Electricity,All
S12000014,2011,Count,GWh,17365.633,Petroleum Products,All
S12000014,2015,Count,GWh,1.493,Coal,Industrial
S12000014,2016,Count,GWh,680.013,Manufactured Fuels,Industrial
S12000014,2005,Count,GWh,21450.797,Petroleum Products,All
S12000014,2014,Count,GWh,6.854,Manufactured Fuels,Domestic
S12000014,2010,Count,GWh,15990.798,Petroleum Products,All
S12000014,2013,Count,GWh,710.581,Electricity,All
S12000014,2006,Count,GWh,482.086,Gas,Industrial
S12000014,2008,Count,GWh,483.192,Electricity,Industrial & Commercial
S12000014,2017,Count,GWh,0.271,Coal,Industrial
S12000014,2008,Count,GWh,0.305,Coal,Industrial
S12000014,2016,Count,GWh,1400.892,All,Transport
S12000014,2011,Count,GWh,1311.859,All,Domestic
S12000014,2018,Count,GWh,1380.661,All,Transport
S12000014,2006,Count,GWh,3.663,Petroleum Products,Commercial
S12000014,2008,Count,GWh,8.948,Manufactured Fuels,Domestic
S12000014,2013,Count,GWh,45.439,Petroleum Products,Rail
S12000014,2009,Count,GWh,1.734,Coal,Industrial
S12000014,2006,Count,GWh,1294.886,All,Transport
S12000014,2018,Count,GWh,747.833,Manufactured Fuels,All
S12000014,2014,Count,GWh,2.473,Petroleum Products,Commercial
S12000014,2017,Count,GWh,1405.915,All,Transport
S12000014,2016,Count,GWh,1.791,Petroleum Products,Commercial
S12000014,2015,Count,GWh,1376.006,All,Transport
S12000014,2016,Count,GWh,276.656,Electricity,Domestic
S12000014,2015,Count,GWh,2.339,Petroleum Products,Commercial
S12000014,2013,Count,GWh,1317.857,All,Transport
S12000014,2014,Count,GWh,1358.644,All,Transport
S12000014,2007,Count,GWh,0.175,Coal,Industrial
S12000014,2011,Count,GWh,2.369,Petroleum Products,Commercial
S12000014,2009,Count,GWh,1305.504,All,Transport
S12000014,2011,Count,GWh,1266.976,All,Transport
S12000014,2015,Count,GWh,1261.711,All,Domestic
S12000014,2007,Count,GWh,3.446,Petroleum Products,Commercial
S12000014,2014,Count,GWh,1269.604,All,Domestic
S12000014,2012,Count,GWh,1321.912,All,Transport
S12000014,2017,Count,GWh,0,Coal,Agriculture
S12000014,2010,Count,GWh,1371.976,All,Domestic
S12000014,2009,Count,GWh,309.778,Electricity,Domestic
S12000014,2007,Count,GWh,0.008,Coal,Agriculture
S12000014,2011,Count,GWh,13.204,Coal,Domestic
S12000014,2006,Count,GWh,0.031,Bioenergy & Wastes,Commercial
S12000014,2017,Count,GWh,10.874,Coal,All
S12000014,2015,Count,GWh,293.757,Electricity,Domestic
S12000014,2011,Count,GWh,15.394,Coal,All
S12000014,2007,Count,GWh,0.011,Bioenergy & Wastes,Commercial
S12000014,2005,Count,GWh,0.014,Bioenergy & Wastes,Commercial
S12000014,2008,Count,GWh,0.007,Bioenergy & Wastes,Commercial
S12000014,2018,Count,GWh,10.503,Coal,All
S12000014,2016,Count,GWh,11.28,Coal,All
S12000014,2014,Count,GWh,0.373,Coal,Rail
S12000014,2007,Count,GWh,7.635,Manufactured Fuels,Domestic
S12000014,2011,Count,GWh,25.097,Petroleum Products,Domestic
S12000014,2010,Count,GWh,0.003,Coal,Agriculture
S12000014,2006,Count,GWh,13.682,Bioenergy & Wastes,Domestic
S12000014,2016,Count,GWh,45.553,Petroleum Products,Rail
S12000014,2017,Count,GWh,2.034,Petroleum Products,Commercial
S12000014,2018,Count,GWh,2.182,Petroleum Products,Commercial
S12000014,2014,Count,GWh,46.493,Petroleum Products,Rail
S12000014,2014,Count,GWh,292.741,Electricity,Domestic
S12000014,2013,Count,GWh,291.471,Electricity,Domestic
S12000014,2005,Count,GWh,13.1,Bioenergy & Wastes,Domestic
S12000014,2018,Count,GWh,263.019,Electricity,Domestic
S12000014,2017,Count,GWh,271.741,Electricity,Domestic
S12000014,2012,Count,GWh,414.473,Gas,Industrial
S12000014,2010,Count,GWh,2.421,Petroleum Products,Commercial
S12000014,2012,Count,GWh,25.547,Bioenergy & Wastes,Domestic
S12000014,2014,Count,GWh,12.641,Coal,All
S12000014,2010,Count,GWh,61.8,Bioenergy & Wastes,All
S12000014,2010,Count,GWh,13.367,Coal,Domestic
S12000014,2011,Count,GWh,56.205,Bioenergy & Wastes,All
S12000014,2019,Count,GWh,9.986,Coal,All
S12000014,2019,Count,GWh,98.687,Bioenergy & Wastes,All
S12000014,2008,Count,GWh,16.462,Bioenergy & Wastes,Domestic
S12000014,2009,Count,GWh,283.402,Gas,Industrial
S12000014,2012,Count,GWh,15.009,Coal,All
S12000014,2010,Count,GWh,15.973,Coal,All
S12000014,2013,Count,GWh,14.429,Coal,All
S12000014,2007,Count,GWh,13.872,Bioenergy & Wastes,Domestic
S12000014,2010,Count,GWh,23.122,Bioenergy & Wastes,Domestic
S12000014,2013,Count,GWh,66.857,Bioenergy & Wastes,All
S12000014,2014,Count,GWh,70.838,Bioenergy & Wastes,All
S12000014,2017,Count,GWh,68.905,Bioenergy & Wastes,All
S12000014,2009,Count,GWh,52.508,Bioenergy & Wastes,All
S12000014,2016,Count,GWh,69.377,Bioenergy & Wastes,All
S12000014,2011,Count,GWh,20.088,Bioenergy & Wastes,Domestic
S12000014,2008,Count,GWh,3.204,Petroleum Products,Commercial
S12000014,2012,Count,GWh,57.75,Bioenergy & Wastes,All
S12000014,2018,Count,GWh,84.571,Bioenergy & Wastes,All
S12000014,2015,Count,GWh,66.042,Bioenergy & Wastes,All
S12000014,2009,Count,GWh,17.934,Bioenergy & Wastes,Domestic
S12000014,2007,Count,GWh,1334.575,All,Transport
S12000014,2019,Count,GWh,23.708,Petroleum Products,Domestic
S12000014,2017,Count,GWh,1279.582,All,Domestic
S12000014,2013,Count,GWh,2.127,Petroleum Products,Commercial
S12000014,2005,Count,GWh,1237.721,All,Transport
S12000014,2010,Count,GWh,432.393,Gas,Industrial
S12000014,2008,Count,GWh,1326.895,All,Transport
S12000014,2005,Count,GWh,23.346,Petroleum Products,Agriculture
S12000014,2010,Count,GWh,1.521,Coal,Industrial
S12000014,2012,Count,GWh,2.007,Petroleum Products,Commercial
S12000014,2016,Count,GWh,1258.756,All,Domestic
S12000014,2008,Count,GWh,502.63,Manufactured Fuels,Industrial
S12000014,2018,Count,GWh,1269.144,All,Domestic
S12000014,2019,Count,GWh,1347.106,All,Transport
S12000014,2007,Count,GWh,725.178,Manufactured Fuels,Industrial
S12000014,2006,Count,GWh,1507.79,All,Domestic
S12000014,2007,Count,GWh,1506.661,All,Domestic
S12000014,2008,Count,GWh,1453.971,All,Domestic
S12000014,2005,Count,GWh,4.772,Petroleum Products,Commercial
S12000014,2009,Count,GWh,1372.875,All,Domestic
S12000014,2009,Count,GWh,2.221,Petroleum Products,Commercial
S12000014,2016,Count,GWh,376.481,Gas,Industrial
S12000014,2015,Count,GWh,382.359,Gas,Industrial
S12000014,2005,Count,GWh,1539.851,All,Domestic
S12000014,2013,Count,GWh,1278.635,All,Domestic
S12000014,2012,Count,GWh,1301.671,All,Domestic
S12000014,2018,Count,GWh,0.039,Coal,Commercial
S12000014,2019,Count,GWh,9.258,Coal,Domestic
S12000014,2016,Count,GWh,358.081,Gas,Commercial
S12000014,2015,Count,GWh,23.45,Petroleum Products,Domestic
S12000014,2007,Count,GWh,6.644,Petroleum Products,Public Sector
S12000014,2018,Count,GWh,379.791,Gas,Commercial
S12000014,2018,Count,GWh,13819.223,Petroleum Products,Industrial
S12000014,2005,Count,GWh,11.701,Coal,Domestic
S12000014,2016,Count,GWh,23.612,Petroleum Products,Domestic
S12000014,2009,Count,GWh,16032.576,Petroleum Products,Industrial
S12000014,2019,Count,GWh,2.076,Petroleum Products,Commercial
S12000014,2007,Count,GWh,1277.45,Petroleum Products,Road Transport
S12000014,2008,Count,GWh,314.999,Electricity,Domestic
S12000014,2010,Count,GWh,14698.817,Petroleum Products,Industrial
S12000014,2017,Count,GWh,1.534,Petroleum Products,Public Sector
S12000014,2015,Count,GWh,1605.004,Gas,All
S12000014,2017,Count,GWh,1685.977,Gas,All
S12000014,2018,Count,GWh,1698.253,Gas,All
S12000014,2017,Count,GWh,1326.595,Petroleum Products,Road Transport
S12000014,2013,Count,GWh,1671.918,Gas,All
S12000014,2014,Count,GWh,1602.005,Gas,All
S12000014,2019,Count,GWh,1245.961,Petroleum Products,Road Transport
S12000014,2008,Count,GWh,0.01,Coal,Agriculture
S12000014,2017,Count,GWh,13862.312,Petroleum Products,Industrial
S12000014,2012,Count,GWh,566.149,Manufactured Fuels,Industrial
S12000014,2016,Count,GWh,1641.363,Gas,All
S12000014,2012,Count,GWh,0.462,Coal,Rail
S12000014,2009,Count,GWh,2.19,Petroleum Products,Public Sector
S12000014,2014,Count,GWh,322.58,Gas,Commercial
S12000014,2018,Count,GWh,1.884,Petroleum Products,Public Sector
S12000014,2006,Count,GWh,6.36,Petroleum Products,Public Sector
S12000014,2005,Count,GWh,15.245,Bioenergy & Wastes,All
S12000014,2007,Count,GWh,25.746,Bioenergy & Wastes,All
S12000014,2008,Count,GWh,44.879,Bioenergy & Wastes,All
S12000014,2008,Count,GWh,4.408,Petroleum Products,Public Sector
S12000014,2005,Count,GWh,455.014,Gas,Commercial
S12000014,2018,Count,GWh,42.723,Petroleum Products,Rail
S12000014,2009,Count,GWh,45.219,Petroleum Products,Rail
S12000014,2009,Count,GWh,0,Coal,Agriculture
S12000014,2007,Count,GWh,12.089,Coal,Domestic
S12000014,2015,Count,GWh,0.373,Coal,Rail
S12000014,2008,Count,GWh,17237.519,Petroleum Products,Industrial
S12000014,2008,Count,GWh,45.178,Petroleum Products,Rail
S12000014,2011,Count,GWh,305.952,Electricity,Domestic
S12000014,2010,Count,GWh,31.491,Petroleum Products,Domestic
S12000014,2016,Count,GWh,10.315,Coal,Domestic
S12000014,2014,Count,GWh,23.345,Petroleum Products,Domestic
S12000014,2007,Count,GWh,15632.553,Petroleum Products,Industrial
S12000014,2015,Count,GWh,327.514,Gas,Commercial
S12000014,2006,Count,GWh,19.821,Bioenergy & Wastes,All
S12000014,2013,Count,GWh,0.393,Coal,Rail
S12000014,2019,Count,GWh,12221.203,Petroleum Products,Industrial
S12000014,2010,Count,GWh,407.975,Gas,Commercial
S12000014,2018,Count,GWh,37.702,Bioenergy & Wastes,Domestic
S12000014,2016,Count,GWh,0,Coal,Agriculture
S12000014,2009,Count,GWh,15.831,Coal,All
S12000014,2007,Count,GWh,13.357,Coal,All
S12000014,2013,Count,GWh,30.075,Bioenergy & Wastes,Domestic
S12000014,2011,Count,GWh,0.003,Coal,Agriculture
S12000014,2006,Count,GWh,16200.749,Petroleum Products,Industrial
S12000014,2018,Count,GWh,23.607,Petroleum Products,Domestic
S12000014,2010,Count,GWh,310.316,Electricity,Domestic
S12000014,2016,Count,GWh,13327.517,Petroleum Products,Industrial
S12000014,2014,Count,GWh,907.773,Gas,Domestic
S12000014,2005,Count,GWh,20147.282,Petroleum Products,Industrial
S12000014,2017,Count,GWh,22.587,Petroleum Products,Domestic
S12000014,2014,Count,GWh,28.568,Bioenergy & Wastes,Domestic
S12000014,2008,Count,GWh,1922.358,Gas,All
S12000014,2015,Count,GWh,32.273,Bioenergy & Wastes,Domestic
S12000014,2010,Count,GWh,1826.565,Gas,All
S12000014,2009,Count,GWh,1548.148,Gas,All
S12000014,2010,Count,GWh,1274.595,All,Transport
S12000014,2009,Count,GWh,0,Bioenergy & Wastes,Commercial
S12000014,2015,Count,GWh,12.393,Coal,All
S12000014,2006,Count,GWh,2047.427,Gas,All
S12000014,2005,Count,GWh,2074.699,Gas,All
S12000014,2007,Count,GWh,2017.735,Gas,All
S12000014,2017,Count,GWh,34.548,Bioenergy & Wastes,Domestic
S12000014,2016,Count,GWh,34.729,Bioenergy & Wastes,Domestic
S12000014,2017,Count,GWh,362.781,Gas,Commercial
S12000014,2010,Count,GWh,1.568,Petroleum Products,Public Sector
S12000014,2013,Count,GWh,911.771,Gas,Domestic
S12000014,2006,Count,GWh,40.077,Petroleum Products,Rail
S12000014,2014,Count,GWh,1.188,Petroleum Products,Public Sector
S12000014,2018,Count,GWh,927.879,Gas,Domestic
S12000014,2016,Count,GWh,906.801,Gas,Domestic
S12000014,2013,Count,GWh,0.722,Petroleum Products,Public Sector
S12000014,2011,Count,GWh,1805.245,Gas,All
S12000014,2019,Count,GWh,38.911,Bioenergy & Wastes,Domestic
S12000014,2012,Count,GWh,1755.453,Gas,All
S12000014,2015,Count,GWh,1.19,Petroleum Products,Public Sector
S12000014,2016,Count,GWh,1.382,Petroleum Products,Public Sector
S12000014,2012,Count,GWh,2.442,Petroleum Products,Public Sector
S12000014,2011,Count,GWh,4.518,Petroleum Products,Public Sector
S12000014,2006,Count,GWh,11.879,Coal,All
S12000014,2011,Count,GWh,16081.679,Petroleum Products,Industrial
S12000014,2014,Count,GWh,11038.197,Petroleum Products,Industrial
S12000014,2005,Count,GWh,1137.437,Gas,Domestic
S12000014,2017,Count,GWh,933.531,Gas,Domestic
